订单编号,顾客ID,商品ID,购买时间,购买数量,商品价格
IG370SFKFX,CUST17967,PROD48971,2024-03-03 13:42:15,7,473.34
VDQ3L51ZG1,CUST70242,PROD03743,2024-02-01 04:29:08,7,601.03
XI2OPTVWBS,CUST30971,PROD67991,2024-05-07 23:26:54,3,483.55
ZHMQ6ENFJZ,CUST73770,PROD67600,2024-05-05 03:59:15,7,815.96
AWCTJJHBYJ,CUST85279,PROD54096,2024-09-04 20:56:10,3,264.97
VYQ1R4ZWVT,CUST71504,PROD21060,2024-02-09 11:46:55,10,521.43
LEE6SJQGFV,CUST88012,PROD54322,2024-10-10 12:20:57,9,435.68
TTABVTMX5N,CUST60208,PROD33755,2024-07-23 11:42:00,10,611.92
O3BH0SSZQ8,CUST72539,PROD58744,2024-05-14 17:36:39,4,209.86
3DIA8NBO00,CUST19364,PROD29607,2024-05-30 08:18:12,4,885.67
AJT1XCKNTT,CUST04301,PROD37916,2024-04-20 05:36:57,2,808.95
PT5KI4NIJZ,CUST47299,PROD48305,2024-02-28 01:48:50,3,92.43
SA1Z71OJO4,CUST90898,PROD17698,2024-07-14 03:29:11,4,183.92
A11GTNBEPZ,CUST67008,PROD76524,2024-09-03 12:17:52,6,925.49
YQEH7P6Q6B,CUST72949,PROD20670,2024-10-20 01:22:05,8,603.61
2SX2W6N6MC,CUST79192,PROD92045,2024-08-14 23:21:22,2,19.38
H86HIZS204,CUST12719,PROD58078,2024-09-12 06:52:40,2,711.76
8HNTWR0YP2,CUST37245,PROD43343,2024-07-16 08:47:25,8,912.7
4IP5S774W3,CUST65070,PROD00923,2024-01-13 00:10:51,9,383.07
3U714CVT5G,CUST34092,PROD42158,2024-02-29 16:37:50,10,611.15
7B635UWUYB,CUST24304,PROD77192,2023-11-22 13:26:48,8,828.56
5GSRZODZAJ,CUST17348,PROD37148,2024-02-09 22:31:21,9,225.25
TPELKKT03A,CUST10369,PROD63406,2024-06-07 12:21:42,2,198.14
BKSSJ69TX8,CUST60517,PROD97749,2024-02-08 17:53:02,8,983.79
XKK7XZ2LMY,CUST61895,PROD64519,2024-07-28 23:43:24,2,444.05
7FEMIYX3D3,CUST11073,PROD92042,2024-02-29 02:42:10,5,280.91
TXU76ULQ50,CUST56442,PROD66998,2024-03-17 13:30:04,3,94.12
EZC8AWXCXE,CUST67040,PROD92757,2024-10-24 18:03:10,10,823.72
WEFI20UYSS,CUST38531,PROD77995,2024-04-23 01:24:34,2,637.77
KYHR5XQ2F8,CUST33729,PROD36359,2024-05-06 13:52:15,4,440.22
D1E9TJX428,CUST30551,PROD18095,2024-08-16 19:18:06,7,129.03
DQ7DQIM0D9,CUST60301,PROD28291,2024-07-04 17:43:51,6,826.61
YIFVZHHS4M,CUST09355,PROD50469,2024-07-05 17:46:55,7,150.66
E3VCII37Q5,CUST92799,PROD90035,2024-11-05 21:39:28,4,435.01
4V4HPBHYJL,CUST51928,PROD00785,2023-11-29 04:35:30,3,817.46
9NMBF1IK1P,CUST37951,PROD10090,2024-02-07 22:46:26,7,363.31
ZJBATQ9XC0,CUST18247,PROD63351,2024-06-03 21:04:53,7,111.77
E1UUYYXRLJ,CUST20372,PROD67894,2024-06-07 00:49:36,9,811.37
RHSOX7AC23,CUST52765,PROD31276,2024-08-14 22:58:56,10,346.79
JE88JHDAOD,CUST33142,PROD61593,2023-11-28 05:56:31,6,439.75
I0CV3V6OE3,CUST26658,PROD44767,2024-11-06 19:25:54,1,740.53
CJNUYKFJCE,CUST69541,PROD94204,2024-01-14 19:19:40,2,914.69
RLL36PXLG2,CUST56003,PROD72896,2024-11-10 13:12:11,9,328.98
WNVVV7ALAE,CUST17059,PROD30371,2024-05-14 22:28:11,2,854.0
5BMEUTSWDH,CUST82153,PROD52754,2024-02-09 06:08:57,7,840.75
7RBPBE26U7,CUST93913,PROD43237,2024-02-24 12:16:16,10,220.6
4H82ZC0URZ,CUST62452,PROD70892,2024-03-28 17:15:24,1,648.93
2VICJKNIBW,CUST20420,PROD21928,2024-04-07 21:03:58,5,375.03
O3D6G2YSI8,CUST73429,PROD54920,2023-12-05 02:02:19,7,440.82
RZ4DF7MKZ0,CUST58122,PROD13796,2024-08-01 15:28:00,6,151.16
SGK66H0632,CUST96717,PROD17311,2024-10-14 02:05:56,10,68.95
8RXDCFJ02D,CUST38660,PROD60133,2024-07-20 09:57:00,8,302.85
6LKWE1CX4A,CUST91306,PROD47026,2024-06-14 11:16:45,3,460.76
HRC69QW0QW,CUST72375,PROD50146,2024-01-14 12:09:00,10,358.43
3INR7JYPY1,CUST53202,PROD83792,2024-05-20 06:39:17,3,557.22
DD679B4MWB,CUST12688,PROD27576,2024-05-09 13:37:33,3,78.97
994CZKFMK8,CUST55437,PROD44690,2024-02-28 16:52:18,2,113.59
4IDJDW2QB8,CUST96069,PROD51499,2024-10-15 16:22:31,4,665.12
RZBW3X7SVY,CUST75746,PROD94582,2024-07-06 16:44:02,5,461.44
HJ93KHV2IG,CUST84608,PROD05754,2024-10-23 18:44:19,5,178.13
2M2JXKJY6C,CUST76535,PROD12892,2024-10-20 15:21:24,8,373.98
Z824T1J7SQ,CUST44732,PROD08288,2024-10-25 07:26:54,1,642.16
TNT6RD9KNZ,CUST56522,PROD76450,2024-01-08 14:48:51,10,707.98
G68O1EWPBO,CUST28652,PROD38980,2024-04-30 00:56:06,10,352.19
MD5CBB8EVM,CUST25014,PROD54444,2024-02-06 09:25:08,9,716.01
TF0IPBAX3M,CUST59798,PROD15884,2024-03-02 13:21:04,5,596.9
2L7RYGJW7R,CUST41930,PROD60138,2024-06-03 21:01:14,10,219.59
L1MIOQIKXH,CUST99276,PROD45890,2024-05-10 23:39:41,10,318.52
VUVV934BKC,CUST41938,PROD25907,2024-09-19 04:53:44,1,342.18
9NEHNHROTR,CUST67367,PROD53428,2023-12-12 02:25:05,1,763.65
NJOQ7SMV1Z,CUST31074,PROD14873,2024-07-31 01:04:59,4,90.45
HFUNT1HKHX,CUST35827,PROD60349,2024-08-21 00:38:58,6,602.3
XO52UEGNJZ,CUST72919,PROD92873,2024-05-26 20:02:40,10,762.23
VTUSQZ6A89,CUST32813,PROD54735,2023-12-07 07:12:03,10,788.14
DQDVRA8A1M,CUST80974,PROD77679,2024-09-04 14:27:47,5,690.26
ZO2SYU8HEK,CUST09220,PROD14700,2024-05-23 18:08:02,10,814.97
S2BA5NTE0R,CUST95600,PROD05786,2023-12-12 09:37:19,5,798.4
7WQALJD1GQ,CUST67770,PROD43425,2024-07-25 07:39:13,9,726.51
KR7GE7YYDY,CUST09304,PROD70874,2024-08-23 15:09:50,6,852.4
6JAAXQIB0B,CUST19161,PROD76299,2024-01-26 21:28:51,9,911.89
DIE5NZ1KT3,CUST66961,PROD23108,2024-04-04 13:27:59,4,666.21
ZCB2LVPQW4,CUST39576,PROD53159,2023-11-27 01:13:17,2,65.36
QQJKAIWZ4L,CUST13634,PROD04233,2024-01-13 09:43:53,3,516.67
DLXA31LPAP,CUST88553,PROD21170,2023-12-15 02:49:39,8,218.84
UGS5MTQ3I8,CUST70412,PROD95402,2024-01-26 14:53:00,6,292.04
EL7X80M6EB,CUST86292,PROD20022,2024-02-21 00:26:45,9,812.04
Y4VTI5MESA,CUST72248,PROD73548,2024-03-19 16:52:02,5,880.23
Q9WF9SMHIR,CUST92830,PROD98379,2024-06-20 02:42:40,4,636.16
XQKM9Q0C4R,CUST91911,PROD26792,2024-05-30 05:11:12,8,355.72
RAH0HD5LOH,CUST13561,PROD13240,2023-12-08 10:37:16,10,305.27
0XPYDGBY8M,CUST19419,PROD96376,2024-06-20 19:56:13,10,793.02
LP0JJ8VMPD,CUST91061,PROD46587,2023-12-28 20:00:38,6,349.89
QLEIIGVOCE,CUST26240,PROD82992,2023-11-30 18:27:11,5,413.89
2EZ75JYWGK,CUST67054,PROD41334,2024-02-05 20:15:28,1,559.12
E1JTHJ2TVK,CUST66036,PROD63652,2024-11-06 05:32:15,8,784.57
XU9F8GBNIM,CUST40259,PROD70615,2024-09-10 10:30:34,1,27.32
YAI58I2NMT,CUST60032,PROD84085,2024-02-01 11:34:28,1,666.07
5Z7BLSG6MM,CUST59728,PROD10238,2024-04-08 10:29:54,3,556.91
OYSVIPRAZ0,CUST82463,PROD50419,2023-12-05 06:28:53,9,667.76
QM2NHKAVBV,CUST81527,PROD08708,2024-10-04 08:33:55,4,443.25
JBYJ9Z9SED,CUST58023,PROD29835,2024-05-27 04:34:01,2,218.55
8VY2PH4DB7,CUST02829,PROD95062,2024-05-29 04:15:33,7,407.2
JSS9IOIOAI,CUST00701,PROD39068,2024-06-06 09:44:43,3,168.82
K5UAIX1TN1,CUST44875,PROD49725,2024-10-25 15:24:41,10,644.28
4ER40152FP,CUST03801,PROD40052,2024-01-28 23:43:51,5,47.05
LGW3YS77XH,CUST53312,PROD80898,2023-12-15 08:40:34,8,18.81
ZXXHLGTYED,CUST38111,PROD88867,2024-09-12 00:45:19,4,838.85
BTQNIL9Y99,CUST39049,PROD41371,2023-12-30 11:01:51,3,826.11
D13PA0AC1S,CUST76129,PROD17193,2024-01-20 02:39:27,8,681.47
B009A5DERN,CUST44223,PROD13637,2024-06-27 11:27:28,5,635.99
ZTF4PL2T2M,CUST49225,PROD65598,2023-12-11 00:20:40,5,249.91
XPI9QE7HN8,CUST33610,PROD39870,2024-09-18 10:54:33,7,701.47
790L15SVZI,CUST77410,PROD63268,2024-06-10 00:44:22,4,308.89
E88ZFRZ1U5,CUST04733,PROD23732,2024-08-20 13:46:49,9,466.71
O2477TAENW,CUST78447,PROD01676,2024-08-06 20:02:19,1,339.2
06WDMK8MNM,CUST75744,PROD59081,2024-01-27 07:37:32,10,172.73
3D0V6JWJON,CUST89366,PROD45046,2024-01-10 07:21:28,1,520.25
K3PTFRNA7Q,CUST21442,PROD49410,2024-06-30 22:39:13,10,76.92
54VTOPJPIB,CUST00492,PROD21628,2024-01-04 18:02:47,7,716.88
SJQDD6MJG8,CUST08421,PROD87290,2024-01-29 02:45:40,6,826.65
WYL8DJCZH3,CUST38996,PROD63111,2024-10-11 15:31:02,6,951.84
45QMMJB0IV,CUST30125,PROD55979,2024-05-07 09:55:46,10,776.94
KOYL3CEWDI,CUST14311,PROD27353,2024-06-21 00:03:01,9,167.94
N3I0K218OO,CUST65443,PROD07969,2024-10-04 17:17:35,10,235.14
WD6LBTOVZ2,CUST02822,PROD07621,2024-05-30 23:24:15,5,151.82
HDLCV13E93,CUST34579,PROD42983,2024-01-19 03:36:18,2,48.85
0XDLPR6M11,CUST67597,PROD63502,2024-02-14 00:29:35,2,847.66
FWBV5Y5ON0,CUST16514,PROD61399,2024-07-29 20:00:17,3,183.0
7ME84LC1TE,CUST78857,PROD74289,2024-01-25 12:32:17,10,515.73
K2FIPTE02V,CUST26953,PROD04681,2024-03-17 06:33:59,10,96.38
DJG50TBO7M,CUST09947,PROD75864,2024-06-22 10:47:40,3,857.57
9WJRQ6OKAN,CUST15030,PROD28587,2024-02-27 01:28:40,5,241.74
6X9HD5LACU,CUST18274,PROD15205,2024-08-15 22:21:21,4,220.05
QQ29XD94M2,CUST15649,PROD07703,2024-05-30 21:31:33,9,630.84
JQVAU3KMEX,CUST48773,PROD56010,2024-10-03 23:51:59,9,449.82
X8LORK80TD,CUST31179,PROD97255,2024-09-23 18:39:22,4,860.19
6GC7SEV8ZC,CUST16980,PROD82347,2024-09-24 19:30:22,5,421.33
ECOJW5MO2Y,CUST88102,PROD17846,2024-07-24 07:15:09,4,811.1
0VN7CIERF4,CUST01795,PROD04364,2024-03-20 12:27:52,6,310.66
X7KL2106I9,CUST25719,PROD89568,2024-06-27 16:05:48,6,835.99
MUZWHI0IMZ,CUST47947,PROD02748,2024-07-25 06:09:47,5,616.25
N7JGV5HIHM,CUST26912,PROD70730,2024-04-25 02:44:42,1,164.19
4WZIYX3QC9,CUST55374,PROD55208,2024-03-19 11:46:39,2,853.46
9Y4S4FWGTP,CUST80174,PROD08919,2024-02-01 05:22:46,4,300.5
ME23QOP4NY,CUST83823,PROD30773,2024-07-31 18:19:08,1,320.69
3OTPK6EWM6,CUST45967,PROD82644,2024-07-22 22:48:29,5,365.56
M2S1K9TIQ1,CUST96635,PROD41718,2024-01-11 08:03:26,5,907.84
L8XHC3EMSI,CUST00363,PROD25837,2024-04-04 02:38:48,9,750.18
M5L6KQY5PN,CUST84349,PROD48463,2024-03-25 01:16:00,6,468.42
SKHAY7S0WH,CUST97669,PROD68648,2024-01-18 13:52:18,7,424.48
XBXTY7CEXG,CUST38832,PROD99218,2024-07-08 12:02:09,3,157.93
SF14GZIPA3,CUST71017,PROD79425,2024-03-19 05:13:23,1,780.64
J8Q3DY97ZG,CUST61932,PROD24145,2024-08-28 07:14:35,7,191.23
XEMWOUFTK2,CUST20386,PROD94106,2024-10-04 19:01:24,3,808.22
ZS6I2LVQBP,CUST36010,PROD16200,2024-10-21 23:03:05,6,714.89
9JN4AQTCBF,CUST38754,PROD08885,2024-07-16 07:03:25,10,203.34
23497BVD72,CUST74695,PROD77995,2024-08-03 08:59:28,3,112.26
OGIUGOVI14,CUST11101,PROD72312,2024-06-17 07:31:41,7,148.11
SR1QECFLH4,CUST10899,PROD91016,2024-08-26 21:20:30,8,793.04
553TUKDLN6,CUST02219,PROD40226,2024-05-01 02:20:38,7,120.37
ZKPBLBLZXT,CUST34378,PROD81061,2024-07-16 23:06:43,3,801.06
7KGOMOJNOX,CUST57235,PROD34239,2024-09-10 05:58:51,10,512.36
J7VBHLWANR,CUST17121,PROD77995,2024-06-24 05:50:54,6,385.47
JVNP3W4USI,CUST54399,PROD23741,2024-06-14 03:48:00,1,405.76
RVS9XPXMIZ,CUST44876,PROD69684,2023-12-30 14:29:10,1,536.93
ACDNRZIL2J,CUST87081,PROD65420,2023-11-27 00:47:10,2,443.85
HJ4WGCRPNM,CUST97104,PROD06102,2024-02-10 03:40:14,7,48.07
HRU7M8AY4H,CUST66484,PROD76930,2024-10-19 13:45:57,6,703.63
FKPX44YCK6,CUST84614,PROD81708,2024-06-23 12:05:27,3,852.43
ZDS935CX1G,CUST94228,PROD43632,2024-08-21 19:07:56,1,809.89
67E1WSDV8R,CUST89430,PROD41633,2024-05-19 09:41:53,4,609.59
I8PTNR32L3,CUST23036,PROD28333,2024-01-03 15:54:42,7,656.34
4FS8G8LKBX,CUST68057,PROD43622,2023-11-23 17:01:49,6,946.75
CBH9HMNSJT,CUST79883,PROD14294,2024-06-07 09:59:39,1,31.98
B4XNF96I9A,CUST32194,PROD94113,2024-03-18 00:24:48,10,331.47
S8G66XWDNR,CUST07975,PROD26884,2024-05-30 19:05:38,1,898.45
16PSHC8CAI,CUST86474,PROD44422,2024-01-16 18:14:24,2,56.13
LR1S7SYLYN,CUST46567,PROD15280,2024-08-16 12:56:44,6,888.27
BBNGAZNRET,CUST89391,PROD11928,2024-09-12 21:01:41,1,913.99
OEX1YYWD6A,CUST76110,PROD36354,2023-11-29 14:05:49,9,27.76
N5O86SEEY2,CUST17412,PROD62673,2024-04-04 13:00:08,10,77.27
BQRGJDQGB0,CUST91319,PROD69975,2024-02-13 06:00:17,3,432.21
W2PV327Z0Z,CUST94270,PROD04370,2024-06-08 22:23:08,10,620.35
1O7OJP8QF4,CUST02250,PROD05303,2024-10-19 20:54:37,7,528.33
BR3T6E3N7G,CUST87377,PROD88305,2024-09-30 23:57:02,8,368.49
7T5SQ4Q2XE,CUST28087,PROD78389,2024-02-27 12:58:25,4,345.76
KBF7SB3K0I,CUST99962,PROD54763,2024-02-03 01:24:21,3,926.9
RACL8I3VY8,CUST53160,PROD52246,2024-11-05 04:19:20,6,411.43
IT22H9DYS7,CUST83140,PROD63052,2024-06-20 04:40:49,9,779.12
QZY8T2G3S8,CUST54888,PROD83043,2024-07-04 09:25:22,10,302.96
UY89WTW6VN,CUST22228,PROD60291,2024-09-19 04:37:14,10,431.63
45CVF311YT,CUST08879,PROD43965,2024-05-24 01:17:05,8,148.87
A0OW5IJQ3U,CUST72228,PROD87745,2024-08-07 05:57:00,9,367.12
OG1WBCOU9K,CUST58865,PROD76879,2024-10-05 20:44:40,4,873.02
FD7P135YUH,CUST21475,PROD96105,2024-10-30 03:51:46,1,868.66
KWRJB2UX94,CUST57928,PROD74804,2024-05-21 07:54:05,4,739.97
SBLJI8L7T8,CUST35929,PROD14584,2024-07-17 20:44:19,4,954.4
CYAZNRYH14,CUST43222,PROD39974,2024-10-13 05:57:58,6,55.31
7MLXGPE8OC,CUST62280,PROD83056,2024-10-29 05:42:41,10,190.74
3DJSLJ3XGD,CUST45493,PROD49456,2024-10-21 19:52:29,8,350.48
UCGG8IA1HU,CUST11024,PROD93563,2024-11-11 04:38:33,6,831.89
5K7LFJJUZI,CUST28705,PROD67214,2024-07-11 16:09:02,9,305.38
XWY7QY9YPN,CUST36830,PROD82223,2024-06-16 19:44:44,3,40.04
DI5NQCJLAB,CUST85304,PROD20272,2024-03-22 05:05:41,4,579.63
C6L577162X,CUST47271,PROD55030,2024-02-28 13:40:53,3,544.98
IOEXTTL21I,CUST51435,PROD38733,2024-05-28 08:27:05,5,534.73
5BEOF2ECYR,CUST26727,PROD80920,2024-06-24 04:29:59,10,511.08
2L7IP67RT1,CUST40520,PROD86784,2024-01-13 00:19:38,3,533.66
7W0V4KCW53,CUST69434,PROD55774,2023-11-20 17:16:02,2,56.22
2DRIAE7H3U,CUST61894,PROD48391,2023-11-19 22:50:58,7,612.48
5MBX3PTA19,CUST60695,PROD48342,2024-03-05 16:07:46,9,782.56
A7CIA4DUKQ,CUST92598,PROD40979,2024-10-28 13:26:42,9,986.31
KFX7X2EDY1,CUST46447,PROD80247,2024-10-17 08:46:07,2,923.32
3RIOLCERCN,CUST60139,PROD72986,2024-04-21 07:05:48,4,364.4
HAJV4IKN5U,CUST22611,PROD98490,2024-09-02 01:20:40,8,899.95
EB3AIF7KTH,CUST80437,PROD23351,2024-08-19 22:40:58,2,241.94
FYRVQC0IGX,CUST38688,PROD69506,2024-01-19 02:22:25,10,823.63
SC004RH0K3,CUST41471,PROD60994,2024-07-03 17:09:49,1,616.97
BQ4GQWMMQS,CUST97418,PROD38681,2023-12-07 05:08:16,2,741.37
A7CJWDXXE4,CUST47600,PROD91156,2024-10-16 05:54:54,1,24.34
IZXLZHS846,CUST58875,PROD91629,2024-02-26 15:31:12,2,346.85
24YE6ZYPXD,CUST60445,PROD04840,2024-07-15 03:22:06,2,178.15
NTMRY1611V,CUST41257,PROD48562,2024-02-09 01:19:09,7,576.04
PSFN3BFC93,CUST39971,PROD65336,2023-12-30 03:11:50,5,969.86
2YGT8DC1ZV,CUST97686,PROD22028,2024-05-07 13:55:19,7,176.76
SB58ECQJGB,CUST21998,PROD64581,2024-10-24 11:04:49,2,695.54
RVHB5UWXK3,CUST24825,PROD35162,2024-03-17 03:45:57,6,831.78
QL4IQQSHWV,CUST31692,PROD77794,2024-07-26 01:06:19,9,586.36
BX5I71GPZ6,CUST82800,PROD96515,2024-04-21 14:50:20,6,342.29
724HHDO1TE,CUST08757,PROD31581,2024-09-05 16:06:09,3,232.37
3AAQW73UV9,CUST16582,PROD64057,2023-12-22 15:40:17,7,300.18
BOY5YE11HP,CUST42113,PROD44324,2024-07-16 15:58:52,1,116.78
MUJRXHUBAB,CUST76329,PROD09845,2024-04-30 13:42:00,8,410.43
7OOQ87IYIL,CUST85400,PROD44948,2024-09-22 10:24:34,6,54.04
Z6CNQF854G,CUST67553,PROD40597,2023-12-13 00:09:04,7,542.75
QL2QDYMU1S,CUST31316,PROD41912,2024-06-06 20:58:26,4,450.43
73E985W3X3,CUST28003,PROD73529,2024-06-12 21:00:57,5,291.33
N3II8HDB0O,CUST51165,PROD25406,2024-11-10 15:51:08,5,702.46
HVVGM5V0B7,CUST90226,PROD91163,2023-12-19 21:57:14,4,550.2
VBOE1UE12Z,CUST08978,PROD37943,2024-05-01 22:03:45,2,403.22
IUX062YOQS,CUST10627,PROD41797,2024-04-08 10:38:45,6,598.79
GA5GFWEOQ7,CUST85566,PROD13500,2024-06-24 12:39:02,7,546.18
RQH518MHT4,CUST92313,PROD77050,2024-04-11 14:20:30,5,938.53
N6PHVFKYKB,CUST81194,PROD06085,2024-11-02 02:49:07,5,567.83
30TDKJ7ARA,CUST13101,PROD26550,2024-04-18 00:30:38,6,296.29
Q7TZQE3ST5,CUST54878,PROD73899,2023-12-13 17:55:51,6,245.37
M8D823VTJK,CUST13113,PROD90375,2024-03-03 07:20:43,1,132.94
OXICHX9XAO,CUST98578,PROD11845,2024-02-21 12:11:25,10,844.03
POOSYBFVDP,CUST76504,PROD76873,2024-05-24 16:46:12,9,964.36
Z8NQV9KR64,CUST74011,PROD58157,2024-08-15 15:24:56,4,470.12
UTEQFCE29K,CUST11621,PROD98676,2024-05-30 10:54:20,2,532.79
OV2806UCZV,CUST17624,PROD49219,2024-03-30 15:31:26,4,826.27
QGQK8GSCQP,CUST00313,PROD77272,2024-04-25 04:32:24,4,492.85
3JIR95XYGS,CUST70471,PROD18631,2023-12-18 06:05:37,5,443.4
9ELAC5G3E4,CUST07648,PROD37106,2024-03-17 06:30:44,4,409.29
ZJ6X2MUOUP,CUST16444,PROD59435,2024-08-29 22:53:53,9,997.12
Y7E7LAXJ00,CUST87843,PROD11233,2024-01-22 09:23:36,1,263.64
HGT26LECEP,CUST44541,PROD33045,2024-07-30 17:12:10,3,308.92
B0NUSWA6Q0,CUST40859,PROD74590,2024-04-25 05:25:51,6,698.63
8YHYHIZ7KI,CUST12539,PROD91932,2024-08-21 17:47:36,4,986.73
VBWNCOFGOX,CUST45015,PROD51049,2024-02-11 04:49:11,5,701.74
3ORTIOZJD8,CUST21209,PROD17524,2024-04-16 22:04:14,6,92.79
USXNX9150J,CUST70225,PROD43147,2024-08-10 16:13:59,2,655.15
TFQLDKU4AO,CUST40901,PROD15000,2024-02-09 06:34:53,5,137.26
NA2LO9PQOK,CUST89050,PROD92891,2024-10-09 22:24:45,5,532.21
5ZSGGMSC4D,CUST39862,PROD29297,2024-01-13 10:28:29,6,707.14
O6I1FLY0CK,CUST63318,PROD08109,2024-03-27 05:52:05,2,463.11
Z5RIHJ5ZX3,CUST83808,PROD98643,2024-09-29 04:54:32,2,233.7
M42Y0V56LW,CUST87398,PROD56278,2024-09-30 07:27:08,7,234.39
GW954NAY1Y,CUST86092,PROD56261,2024-04-16 06:13:28,6,555.54
S7A8YC1MAX,CUST92468,PROD17444,2024-02-03 14:41:30,4,12.12
F87R5BVLYZ,CUST20966,PROD91574,2024-08-11 13:12:15,5,579.56
ZGPFA6O1J7,CUST78309,PROD67512,2024-10-09 14:52:04,10,790.63
3Y47W4Y09Z,CUST61940,PROD85799,2024-03-18 18:02:34,7,841.83
EYRHBQPQAI,CUST70931,PROD58332,2024-07-23 20:35:23,1,121.24
YA76YEGOI5,CUST90581,PROD07038,2024-06-29 19:04:38,8,736.59
IOIWS8MHXL,CUST35622,PROD40729,2023-12-16 03:47:51,3,718.18
AI7TJMK4OP,CUST17171,PROD58951,2023-11-27 08:46:25,4,179.52
RZ2QF14VOZ,CUST86121,PROD56034,2024-08-18 12:21:57,5,640.95
TWUUG6UBBC,CUST90697,PROD93608,2024-05-18 05:57:29,10,242.4
RRGM8XFZZ6,CUST80782,PROD57449,2024-05-24 02:03:05,9,703.61
ADA6DW0CGI,CUST48449,PROD78111,2024-03-07 15:37:37,3,22.95
PK3LHHABC1,CUST90217,PROD27828,2024-02-27 20:22:47,2,54.13
LU52C0YS42,CUST57863,PROD86011,2024-05-02 23:18:32,10,986.5
U64EIBRFQ0,CUST92307,PROD84205,2024-09-27 07:28:52,9,926.41
NSK8E9ZWYF,CUST36346,PROD34228,2024-08-18 09:10:41,6,83.22
0SL8BAURUV,CUST22129,PROD28379,2024-04-17 08:48:50,7,594.41
0YG6SWLA8S,CUST74409,PROD72768,2024-04-08 16:50:07,6,343.49
ZR49TW8SAI,CUST79084,PROD44793,2024-03-29 07:26:25,10,162.36
SHO6A9IZMQ,CUST35992,PROD93468,2024-09-16 14:59:47,10,942.7
4WYPV5NP0C,CUST02973,PROD41970,2024-02-09 18:43:03,6,168.34
699RW5E614,CUST57870,PROD33120,2024-03-10 22:27:50,6,828.19
OYAJLCB6R4,CUST36887,PROD57135,2024-05-04 14:44:12,10,368.93
LDEP29354L,CUST49588,PROD35644,2023-12-29 23:34:41,9,159.45
124FBUR5HJ,CUST08960,PROD25766,2024-04-13 23:25:04,5,723.14
3HOBVYXPV8,CUST32178,PROD58466,2024-06-25 10:12:27,3,175.24
JZ11B70KHS,CUST69252,PROD27937,2024-01-18 06:56:32,6,798.25
MTXGIET6CR,CUST50469,PROD68047,2023-12-15 07:34:13,9,224.75
9DAODP9DG8,CUST72239,PROD29158,2024-05-31 10:15:01,2,745.67
41MS0GB2C3,CUST59719,PROD16723,2024-03-27 09:59:27,8,85.36
YMZ5QVM9EN,CUST94933,PROD58292,2023-12-12 13:56:07,10,638.74
43H89VL1DC,CUST22611,PROD02770,2024-05-03 05:36:04,1,239.43
11MR35FU66,CUST13526,PROD62905,2024-06-18 04:19:46,6,945.1
IJ4HRBWOEE,CUST02784,PROD39755,2024-06-16 11:27:13,6,291.83
RPJI7EQCVF,CUST76919,PROD13622,2024-10-31 06:41:01,1,828.5
OCDHL4JI7Y,CUST06488,PROD43663,2024-10-10 03:31:11,9,514.13
T3SVAP0LHR,CUST51637,PROD18296,2024-01-05 18:58:47,8,463.32
PUA1T6TPAW,CUST94890,PROD40497,2023-11-20 16:23:50,7,122.71
17ZL11L3VK,CUST60203,PROD95639,2024-07-17 21:14:14,1,458.39
4TX7RYY1D6,CUST80019,PROD72114,2024-05-30 09:31:43,5,868.45
O5K1SMKVD1,CUST24685,PROD28805,2024-08-21 00:59:18,1,825.77
VQFBBRRAP7,CUST99811,PROD46054,2024-09-22 04:30:23,4,358.63
2BUKAUDLKZ,CUST27243,PROD04636,2024-08-13 04:58:25,3,169.12
B4KR9DW470,CUST13711,PROD62496,2024-07-05 07:24:29,7,57.23
3KSY82D913,CUST48873,PROD15807,2024-03-25 00:38:12,4,600.89
JZA1ZZPSE2,CUST62079,PROD31423,2024-07-06 05:58:30,10,180.93
XIGNANYPK2,CUST14934,PROD26399,2024-10-20 05:14:32,9,257.5
ZJUAPPNELM,CUST94312,PROD05775,2024-07-11 07:44:38,3,823.65
AQMZ07JU69,CUST56352,PROD69472,2024-01-26 07:11:39,9,372.58
7PHR78K5TX,CUST93079,PROD02000,2024-02-04 20:51:03,5,924.39
DOG0WMFMNJ,CUST67626,PROD61262,2024-01-22 10:48:40,3,717.45
3MKW6RORV5,CUST93398,PROD97196,2024-08-17 10:17:09,8,514.17
QNYSHSVFYB,CUST65789,PROD76434,2024-05-31 02:27:33,5,757.84
5G8FIVDGWJ,CUST19296,PROD43563,2024-08-09 23:40:06,1,396.63
DNEU3CEKC9,CUST48496,PROD76302,2024-03-09 16:56:07,8,224.34
3D4YC9TPIR,CUST17475,PROD44968,2023-11-26 09:36:15,5,584.26
KRAHXU4E9P,CUST53685,PROD42634,2024-09-06 13:58:10,3,53.23
S5L53QVNUG,CUST51343,PROD03152,2024-10-08 12:13:54,2,731.09
LZC8C7K2NJ,CUST14303,PROD54643,2024-09-24 20:55:36,10,17.48
CTOTUAD0UZ,CUST50222,PROD38887,2024-05-07 22:56:21,5,104.35
NZBHBJYL6R,CUST55976,PROD02161,2024-09-18 06:08:29,1,499.01
YXANU3OFAE,CUST98851,PROD75765,2024-09-11 09:58:58,3,753.73
ZIENRXI8QI,CUST10928,PROD32576,2024-06-29 09:49:41,3,334.89
P0UOC0TVAC,CUST60339,PROD22328,2024-07-08 16:46:41,8,127.99
YXU0ZR7LY6,CUST53054,PROD26968,2024-07-27 19:42:53,9,186.77
